url,content
https://www.gujaratvidyapith.org/pages/chancellor,"As the Chancellor of Gujarat Vidyapith, Shri Acharya Devvrat Ji is a true 'Acharya' and a 'Devvrat' - like 'Bhishma,' he has vowed to inspire every Indian farmer towards natural farming. Shri Acharya Devvrat Ji - A name that symbolizes education, health, and values. A graduate and postgraduate in Hindi and History, a diploma holder in Yogic Science, and honored with three doctorates, Shri Acharya Devvrat Ji worked tirelessly for 35 years to transform Gurukul Kurukshetra into an excellent and unique educational institution in the nation. By exemplifying a healthy life through nutritious food, regular labor, exercise, and yoga, he emphasized the importance of ethics and self-reliance in education. For the past 8-9 years, he has been practicing natural farming on his 180-acre land and has connected over nine and a half lakh farmers across Gujarat with natural farming. As Governor of Himachal Pradesh and Gujarat, he has left an indelible mark on the hearts of citizens, embodying a principled, disciplined, impartial, just, loving, hardworking, and always humane scholar statesman. His contributions to environmental conservation, cleanliness, girl child education, and women empowerment will always be remembered. As the Chancellor of Gujarat Vidyapith, Shri Acharya Devvrat Ji is a true 'Acharya' and a 'Devvrat' - like 'Bhishma,' he has vowed to inspire every Indian farmer towards natural farming. Thank you, Shri Acharya Devvrat Ji, for your invaluable contributions."
